Unnamed: 0,Tweets,ID,Length,Date,Source,Likes,Retweets,User,Sentiment,Hour,Month,Day,Month_f
2,"my jio gigafiber id -300840757684
is not working from 26-06-2019 till now.after raising numerous complaints,still i… https://t.co/kuoIvLUQk8",1150430172518051841,140,2019-07-14 15:41:41,Twitter for iPhone,0,1,sid_hant_,0,15,7,14,JUL
3,"RT @vishnupandey059: @reliancejio @JioCare
Here internet speed 0.00kbps.poor as poor",1150429872184909824,84,2019-07-14 15:40:30,Twitter for Android,0,1,kapiljauhari,-1,15,7,14,JUL
4,FU @reliancejio @JioCare PNOAT #poorestnetworkofalltime,1150428387338416128,55,2019-07-14 15:34:36,Twitter for Android,0,0,blessedtenzin,0,15,7,14,JUL
5,"Denying Inter-connectivity to @reliancejio Costed Rs 3,050 Cr to @airtelindia Airtel, @VodafoneIN #TRAI https://t.co/7ocOuiHVhZ",1150428350260793344,127,2019-07-14 15:34:27,Twitter Web App,0,0,indianweb2,0,15,7,14,JUL
6,"@JioCare @Airtel_Presence  @reliancejio 
Same reply but nothing happened worst network https://t.co/USn9CfKo1k",1150428336545390593,110,2019-07-14 15:34:24,Twitter for Android,0,0,assaultananth,-1,15,7,14,JUL
7,@reliancejio @JioCare how to report a lost sim? Asap,1150428179107991552,52,2019-07-14 15:33:46,Twitter for Android,0,0,ShrmaAbhishek03,0,15,7,14,JUL
8,"@JioCare @reliancejio whom can we contact for all the jio issues, whn customer care folks is just saying jio has no… https://t.co/JZqhxobeEC",1150428085071728641,140,2019-07-14 15:33:24,Twitter for iPhone,0,0,sanchith_sanchu,0,15,7,14,JUL
9,@JioCare @reliancejio I have given all the details many times about Area where the signal is worst but how many tim… https://t.co/BtGZ0Pxnjr,1150427772390477825,140,2019-07-14 15:32:09,Twitter for Android,0,0,ashwinsn75,0,15,7,14,JUL
0,"@reliancejio @JioCare hi, In Khalilabad sant kabir nagar jio network very bad since few days more worst plz fix it,… https://t.co/Bycy31b14o",1150433332213297153,140,2019-07-14 15:54:15,Twitter for iPhone,0,0,JavedtheJV,-1,15,7,14,JUL
0,"@reliancejio @JioCare after exhausted daily 1.5gb limit, I added additional 5gb data add on pack in my current plan… https://t.co/ys1p7jywIb",1150434342285402112,140,2019-07-14 15:58:15,Twitter for Android,0,0,ngc_ktl,-1,15,7,14,JUL
0,"RT @sudheerchinnam: @JioCare @reliancejio hi jio from last 15 days i am unable to make call, when i dial ring goes for 5 or 6 times and the…",1150498329266200583,140,2019-07-14 20:12:31,RT Telangana Based Tweets,0,2,TelangaanaBidda,-1,20,7,14,JUL
1,"9033717287 
@reliancejio This is my mobile number.!! Take steps instantly. 
Thanks",1150495594793717760,82,2019-07-14 20:01:39,Twitter for iPhone,0,0,deep_Anam22,1,20,7,14,JUL
2,"What’shappening with jio network now a days?Whenever i call, it is automatically disconnected after 3 to 4 rings an… https://t.co/dlw0Hu9qnR",1150495309501325312,140,2019-07-14 20:00:31,Twitter for iPhone,0,0,deep_Anam22,0,20,7,14,JUL
3,@TRAI @DoT_India @rssharma3 @Secretary_DoT Now download speed of jio in Patna is 0.11mbps. Is it permissible limit?… https://t.co/zN9Lp9hd0Z,1150495215666388992,140,2019-07-14 20:00:09,Twitter for Android,0,0,Stoutdelhi,0,20,7,14,JUL
4,"@reliancejio I am unable to call through my number, but I can surf the internet. Kindly resolve the issue",1150493940707053568,105,2019-07-14 19:55:05,Twitter for Android,0,0,peeyushyg,1,19,7,14,JUL
5,"@urstruly_nitesh @Idea @airtelindia @reliancejio Please please do not select Jio,
Otherwise you will feel bird in cage",1150489351995793408,118,2019-07-14 19:36:51,Twitter Web App,1,0,ZSharatan,0,19,7,14,JUL
6,"@urstruly_nitesh @Idea @airtelindia @reliancejio GOod decision,",1150488964987416576,63,2019-07-14 19:35:18,Twitter Web App,0,0,ZSharatan,1,19,7,14,JUL
7,"@reliancejio
You are cheaters!",1150488074251464704,30,2019-07-14 19:31:46,Twitter for Android,0,0,kartikeydikshit,0,19,7,14,JUL
8,@JioCare It is very kind of you to respond @JioCare @reliancejio @JioGigaFiber_  Can you refund my money?,1150486571709165568,105,2019-07-14 19:25:48,Twitter Web App,0,0,nitin_cool,1,19,7,14,JUL
9,You have used 90% of your daily 1.50 GB high speed internet quota on your Jio Number 92xxxxx133 as of 15-Jul-19 00:… https://t.co/LUMxr1T31f,1150486080665161730,140,2019-07-14 19:23:51,Twitter for Android,0,0,MMSharma10,1,19,7,14,JUL
10,"@JioCare I've DM all necessary details 36 hours ago. After that No single call, email or any other communication fr… https://t.co/CzqErSZA8F",1150485681229029376,140,2019-07-14 19:22:16,Twitter for Android,0,0,its_me_shreyas,-1,19,7,14,JUL
11,@Akhileshmakana @flameoftruth @reliancejio Reliance Retail is a 1.5 lakh cr revenue company and a 5 lakh cr revenue… https://t.co/3pofE80Vfk,1150484707512967169,140,2019-07-14 19:18:23,TweetDeck,1,0,stockgurupiyush,0,19,7,14,JUL
12,Great day for @hotstartweets and @reliancejio! They successfully converted many single TV households into multi TV… https://t.co/5Iogdk7Msl,1150484525102723074,139,2019-07-14 19:17:40,Twitter for Android,0,0,prashant4e,1,19,7,14,JUL
13,@reliancejio @JioCare  i have been  using jio since a long time but from the last 18 days the speed of my jio conne… https://t.co/U7lY9fqzzj,1150483300386918401,140,2019-07-14 19:12:48,Twitter for Android,1,0,Priyans76421993,-1,19,7,14,JUL
14,Plz soll network problem. 1 year net problems this location complete not accept and answer is 180 days soll but not… https://t.co/RQLIobgOaa,1150482296891273216,140,2019-07-14 19:08:49,Twitter for Android,1,0,JITENDRAHAJARE7,1,19,7,14,JUL
15,@spectatorindex India isn’t even in the list. @reliancejio @airtelindia,1150482077650833409,71,2019-07-14 19:07:56,Twitter for iPhone,0,0,thakur83,0,19,7,14,JUL
16,@reliancejio wrost app jiosavan because few month jiotunes is not working properly and jio executive agent was told… https://t.co/ud0ZwJi0UO,1150481002260647941,140,2019-07-14 19:03:40,Twitter for Android,0,0,Ujjwal_sinha04,-1,19,7,14,JUL
17,"@CarryMinati Please please provide your service on @JioCinema 
#IndiasOwnYoutube

@reliancejio please collabe with… https://t.co/WPXhqW5w9Y",1150480967540322304,139,2019-07-14 19:03:32,Twitter for Android,1,0,JioMylove1,0,19,7,14,JUL
18,"@JioCare 
what a network 😖😖
you give me 2G network on the chargess of 4G network
worst jio network😡😡
I feel like ro… https://t.co/ik9x0p17vE",1150480940285583360,140,2019-07-14 19:03:25,Twitter for Android,0,0,faizhasanfz,-1,19,7,14,JUL
19,"What an english day !

 #CWC19Final #ENGvsNZ #ICCWC2019 #CricketWorldCupFinal 

Thanks @reliancejio @JioCare 😋😜 https://t.co/cOprhmCVGj",1150480612362354688,135,2019-07-14 19:02:07,Twitter Web App,0,0,pns_speaks,1,19,7,14,JUL
20,"Dear @JioCare @reliancejio @JioChat @JioCinema sir,
sir, The internet speed is so slow.
I already complaint for slo… https://t.co/O65QnerIri",1150480103861706752,140,2019-07-14 19:00:06,Twitter Web App,0,0,AshishJ99570092,-1,19,7,14,JUL
21,"@reliancejio 
@JioCare 
@Idea
@airtelindia 
@VodafoneIN 
@BSNLCorporate 

In my area the connectivity of internet i… https://t.co/38gDDGCe0u",1150479969912406017,140,2019-07-14 18:59:34,Twitter for Android,0,0,ANAND_2408,0,18,7,14,JUL
22,@reliancejio @JioCare not working internet for a fullday over a complete area. Whats wrong with you???.  No custome… https://t.co/r9OMdXmhL9,1150479898097491969,140,2019-07-14 18:59:17,Twitter for Android,0,0,semy_ma,-1,18,7,14,JUL
23,"What a final it was. One hell of a game. Best one till now. Feel bad for NZ, Congratulations England on their first… https://t.co/ebRPrXs00X",1150479388900675586,140,2019-07-14 18:57:15,Twitter for iPhone,1,0,anil_adigopula,1,18,7,14,JUL
24,"@VodafoneIN Dear heena 
Find new job...
@reliancejio @JioCare gonna kick your company soon

#Beggervodafone
#Bargainervodafone",1150479327709913088,126,2019-07-14 18:57:01,Twitter for Android,0,0,jigar11,1,18,7,14,JUL
25,"RT @snjayparmarRNLA: @reliancejio i want to close my postpaid connection asap, but your guys are not responding",1150478979863683072,111,2019-07-14 18:55:38,Twitter for Android,0,1,snjayparmarRNLA,0,18,7,14,JUL
26,"@JioCare 
@reliancejio 
@DoT_India 
@PMOIndia 
#RelianceJioSuperFast_4G_Internet
How digital India is possible with… https://t.co/W2CCN7WmCd",1150478925656518656,140,2019-07-14 18:55:25,Twitter for Android,0,0,pradeep8351,0,18,7,14,JUL
27,"RT @zafarahmed95813: jio fuc.     4g services 
bad downloading speed 
bad bowsering speed 
bad all @JioCare @jio @reliancejio https://t.co/…",1150478698258292737,140,2019-07-14 18:54:31,Twitter Web App,0,2,tenisibo,-1,18,7,14,JUL
28,"@JioCare It's already shared, plz check the DM and your team is not able to resolve the issue.. They said they woul… https://t.co/nBgP1w95BL",1150478686883209216,140,2019-07-14 18:54:28,Twitter for iPhone,0,0,dheerajjaju,-1,18,7,14,JUL
29,"I recharged my @reliancejio with money I didn't have JUST to watch this super over. WORTH IT!
#EnglandvsNewzealand #ICCWC2019",1150478070391832576,125,2019-07-14 18:52:01,Twitter for Android,3,0,WohLadka,1,18,7,14,JUL
30,"still getting same issue in @Idea @idea_cares 
Kindly let me know process to port it into @reliancejio @JioCare 
No… https://t.co/YK11rPVrRa",1150477503053684739,140,2019-07-14 18:49:46,Twitter for Android,0,0,ajayarya8145,1,18,7,14,JUL
31,.@JioCare @reliancejio network issue? Can someone from your team contact me?,1150476841817260032,76,2019-07-14 18:47:08,Twitter for iPhone,0,0,theankurkhanna,0,18,7,14,JUL
32,"@reliancejio You are a shameless liar, looting money from us in name of providing 4G. Failed to watch… https://t.co/1HlUxN9ARf",1150476661118255104,126,2019-07-14 18:46:25,Twitter for Android,0,0,bubbly4aro,-1,18,7,14,JUL
33,RT @BhanuPr20065302: @shivesh2120 @reliancejio @JioCare @VodafoneIN @VodafoneIN you say you are working but it never reflects . . .I go any…,1150476117435748353,140,2019-07-14 18:44:15,Twitter for Android,0,1,shivesh2120,0,18,7,14,JUL
34,"Was good to know you 
@Idea.

As the services you have provided have been degrded in time. 

7 years of journey com… https://t.co/UPBlTFSKkf",1150476090160406528,140,2019-07-14 18:44:09,Twitter for iPhone,1,0,urstruly_nitesh,1,18,7,14,JUL
35,@shivesh2120 @reliancejio @JioCare @VodafoneIN @VodafoneIN you say you are working but it never reflects . . .I go… https://t.co/2jxKvKY60L,1150475804695879680,139,2019-07-14 18:43:01,Twitter for Android,1,1,BhanuPr20065302,0,18,7,14,JUL
36,"@raja_debasis @airtelindia @reliancejio @Airtel_Presence Just do this ,airtel sucks have complaint 20 times but not… https://t.co/FLoE6D3qX6",1150474697722568704,140,2019-07-14 18:38:37,Twitter for iPhone,0,0,SumitPa24990408,-1,18,7,14,JUL
37,@stockgurupiyush @flameoftruth @reliancejio Ever heard of focus ?? The promoter is focussed on Telecom and wants hi… https://t.co/xD2cAYPK35,1150474049262252032,140,2019-07-14 18:36:02,Twitter for Android,1,0,Akhileshmakana,1,18,7,14,JUL
38,@reliancejio cheapest Ambani's jio and their network at every place ..even in the city where every network works fa… https://t.co/N3W7AucEKV,1150474018589302786,140,2019-07-14 18:35:55,Twitter for Android,0,0,ManishT05981574,0,18,7,14,JUL
39,Internet speed is very poor in this location.kindly look into this. At my home jio speed was rocking but here its v… https://t.co/L10cjFXdX9,1150473410759102464,140,2019-07-14 18:33:30,Twitter for Android,0,0,vamdfaizuddin,1,18,7,14,JUL
40,#ENGvsNZ dear @reliancejio me ghr pe akela hu light ni h net pack khtm ho gya h 2g chal rha h data booster 21 ka bl… https://t.co/2aE0dqLQGU,1150471917670785024,140,2019-07-14 18:27:34,Twitter Web App,0,0,navalkishorsh14,1,18,7,14,JUL
41,@reliancejio worst ...worst ...worst network your guys .....shame on you all ...not able to improve your network at… https://t.co/DPVjggLYOj,1150471814604136448,140,2019-07-14 18:27:09,Twitter for Android,0,0,ManishT05981574,-1,18,7,14,JUL
42,@JioCare @reliancejio  I opted for auto debit option but it got auto cancelled and now I am unable to avail the off… https://t.co/jpT50aOzkZ,1150470583366250496,140,2019-07-14 18:22:16,Twitter for Android,0,0,medushyant,-1,18,7,14,JUL
43,@reliancejio bekar hai jio no network in Patna bekar hai wastage of time and money,1150470459244216320,82,2019-07-14 18:21:46,Twitter Web App,0,0,chandank2593,0,18,7,14,JUL
44,@reliancejio Facing Network Issue in Vrindavan Krishna Green Colony Since Last 7 days Please take the necessary act… https://t.co/7wFkvLRZS9,1150470117001576448,140,2019-07-14 18:20:25,Twitter Web Client,0,0,hemangnangia,-1,18,7,14,JUL
45,"Look at my network issue.. i don't have resolution from @JioCare @reliancejio 
Any place to complain about this iss… https://t.co/6CX4R7tWyo",1150469563873501185,140,2019-07-14 18:18:13,Twitter for Android,0,0,GabaniAbhishek,0,18,7,14,JUL
46,@reliancejio y there is no network in Koramangala since half n hour ???? 🤬🤬🤬🤬🤬🤬,1150468514399940608,79,2019-07-14 18:14:03,Twitter for iPhone,0,0,ShubamT,-1,18,7,14,JUL
47,RT @AmitShukla11272: @reliancejio 's connectivity in Lakeshore Greens is a cruel joke on residents https://t.co/egCcv73CKI,1150468346061545472,122,2019-07-14 18:13:23,Twitter Web App,0,1,broutray,-1,18,7,14,JUL
48,"Bye bye @reliancejio @JioCare 
Time to welcome @Airtel_Presence @airtelindia https://t.co/TiBueYfKWz",1150468020210241537,100,2019-07-14 18:12:05,Twitter for Android,1,0,SaptarshiCheti2,1,18,7,14,JUL
49,@JioCare Hi there .. Unable to call / use internet on my iPhone 6s using @reliancejio ..please help me out !!,1150466991125254144,109,2019-07-14 18:07:59,Twitter for iPhone,0,0,sankar54360624,-1,18,7,14,JUL
50,@JioCare @JioVadodara @RelJio4g @JioFanClub @reliancejio what nonsense is this? There is no proper service after pa… https://t.co/sqdmw6Ba2C,1150466418850201601,140,2019-07-14 18:05:43,Twitter for Android,0,0,arunyadav7295,0,18,7,14,JUL
51,"@tatasky. ....please explain this

@DishTV_India 
@airtelindia @reliancejio @SunTV 

#worstcompany https://t.co/mhQ946nVGc",1150465635563913216,122,2019-07-14 18:02:36,Twitter Web App,0,0,Value_value,0,18,7,14,JUL
52,"@RahulPanja @JioCare @anmol_ambani @reliancejio Its really irritating, and when I talked to executive they don't want to hear ur problem.",1150465289001136128,137,2019-07-14 18:01:14,Twitter for Android,0,0,pandeyg203,-1,18,7,14,JUL
53,"@reliancejio I wonder whether you are a 2G service provider or 4G, plz specify the pack accordingly .Dear… https://t.co/eNGDdZpr7t",1150465194256027648,130,2019-07-14 18:00:51,Twitter for Android,0,0,aatanud,0,18,7,14,JUL
54,@PTTVOnlineNews Worst #4G network  in chennai @Airtel_Presence .... #jio also worse in most of the areas these days @reliancejio @JioCare,1150464502682419200,137,2019-07-14 17:58:06,Twitter for Android,0,0,saravanaeee05,-1,17,7,14,JUL
55,This time I am not complaining about your network.Your technical person came to my house n investigated.He told me… https://t.co/JttuQiKVjC,1150462948852170752,139,2019-07-14 17:51:56,Twitter for Android,0,0,dasjitankur,0,17,7,14,JUL
56,@pandeyg203 8882077755....Same problem occurred for me also..it is very irritating ..@JioCare why jio say unlimited… https://t.co/2QIghS7Lv3,1150460530408116224,140,2019-07-14 17:42:19,Twitter for Android,1,0,RahulPanja,-1,17,7,14,JUL
57,@reliancejio #Jio .... Ambani ji..... Jio ka network pe dhayn do.... Very poor signals 📶 in our #JSR(kapali) area..… https://t.co/GG05RGYYnW,1150460425445740544,140,2019-07-14 17:41:54,Twitter for Android,0,0,sajidhashmi396,-1,17,7,14,JUL
58,@Himanshu_Uikey_ @reliancejio @rsprasad @DoT_India @narendramodi Same problem here. These guys are getting worst in… https://t.co/MFomdY1wje,1150460155592507392,140,2019-07-14 17:40:50,Twitter Web App,1,0,MrBakappa,-1,17,7,14,JUL
59,@reliancejio Is it your server is down?,1150459580846972929,39,2019-07-14 17:38:33,Twitter for Android,0,0,jayupadhyay27,-1,17,7,14,JUL
60,"@JioCare I'm getting the network after two hours and it's your daily routine to cut the network anytime. 
@reliancejio",1150459275514265601,118,2019-07-14 17:37:20,Twitter for Android,0,0,imkingsaurabh,0,17,7,14,JUL
61,"@namaserajesh @Idea @airtelindia @JioCare Same with @VodafoneIN
Internet is really worst.
@reliancejio is good till now",1150459211689517056,119,2019-07-14 17:37:05,Twitter for Android,2,0,blogsaays,-1,17,7,14,JUL
62,Jio network from Chennai very lowest range for call and internet service kindly check all the location...@reliancejio @JioCare,1150458838803312640,126,2019-07-14 17:35:36,Twitter for Android,1,0,d4c9ltVOsgw1WGv,1,17,7,14,JUL
64,@airtelindia @Airtel_Presence mother fucker u need to teach from @reliancejio how to handle the customer whole @airtelindia MC,1150458355552411648,126,2019-07-14 17:33:41,Twitter for Android,0,0,Singh2013D,1,17,7,14,JUL
65,"Most of the times Jio give you this speed!!🙂 @reliancejio
#jio #4G https://t.co/1rUXXpiT0y",1150457960436420608,90,2019-07-14 17:32:06,Twitter for Android,1,0,ivaibhavdubey,1,17,7,14,JUL
66,"Dear, Jio Network, the most dirty network is that it is live, my Net stopped running on the go. I am switching on t… https://t.co/KsMoQlUyHK",1150457747080527872,140,2019-07-14 17:31:16,Twitter for Android,0,0,ErDevendraPand2,1,17,7,14,JUL
67,@Airtel_Presence i am having the worst ever experience with your 4g speed...I think i should port my number now to @reliancejio,1150457383841198082,127,2019-07-14 17:29:49,Twitter for Android,0,0,RafiBhat5,-1,17,7,14,JUL
